"","time","assetCode","assetName","volume","price","mcap","mkres1","mkres10","mkres1_raw","mkres10_raw","mkres10_pred","active_rate","points"
"434373","2016-01-04 22:00:00+00:00","AMZN.O","Amazon.com Inc",9314519,636.99,5933255457.81,-0.0398056541738313,-0.0325965000987525,-0.0575537439524183,-0.050190114068441,-0.0176087684101193,1,1763
"435845","2016-01-05 22:00:00+00:00","AMZN.O","Amazon.com Inc",5822603,633.79,3690307555.37,-0.00737662943859674,-0.0518889505732319,-0.00502362674453294,-0.0456981961634595,0.0362718210881321,1,1768
"438473","2016-01-06 22:00:00+00:00","AMZN.O","Amazon.com Inc",5329197,632.65,3371516482.05,0.0143297514783117,-0.0306478227691458,-0.00179870304043928,-0.0479451024062844,0.0291154629557548,1,1769
"440207","2016-01-07 22:00:00+00:00","AMZN.O","Amazon.com Inc",7074915,607.94,4301123825.1,-0.00794999616853943,-0.0230032454033306,-0.0390579309254721,-0.083254165724195,-0.00437953920617567,1,1765
"441160","2016-01-08 22:00:00+00:00","AMZN.O","Amazon.com Inc",5512915,607.05,3346615050.75,0.0126246743941145,0.00311079656784892,-0.00146396025923623,-0.0853548289890012,0.0222911768412068,1,1770
"443144","2016-01-11 22:00:00+00:00","AMZN.O","Amazon.com Inc",4891551,617.74,3021706714.74,0.0164921949090336,0.0143289815477962,0.01760975207973,-0.0679702469862248,-0.0173124851279986,1,1774
"445165","2016-01-12 22:00:00+00:00","AMZN.O","Amazon.com Inc",4724100,617.89,2918974149,-0.00977075662943509,-0.0116391485777386,0.000242820604137606,-0.0848785545023697,0.0222569310009971,1,1782
"446235","2016-01-13 22:00:00+00:00","AMZN.O","Amazon.com Inc",7655239,581.81,4453894602.59,-0.022723781218893,-0.0308826912721935,-0.0583922704688538,-0.161620819343776,-0.0159686619942716,1,1785
"449076","2016-01-14 22:00:00+00:00","AMZN.O","Amazon.com Inc",7237978,593,4292120954,-0.0034519724776219,-0.0335881317031875,0.0192330829652292,-0.139419797698347,-0.00412111699122924,1,1780
"450352","2016-01-15 22:00:00+00:00","AMZN.O","Amazon.com Inc",7784523,570.18,4438579324.14,-0.00724938338486406,-0.0265483419543644,-0.0384822934232716,-0.156401189542677,-0.0417336359095556,1,1783
"452083","2016-01-19 22:00:00+00:00","AMZN.O","Amazon.com Inc",4807165,574.48,2761620149.2,0.00678493011444571,0.00715648755935659,0.00754147812971362,-0.0981334086877345,-0.0381446235749221,1,1791
"453271","2016-01-20 22:00:00+00:00","AMZN.O","Amazon.com Inc",7966406,571.77,4554951958.62,0.0121553796462872,0.0239895974734567,-0.00471730956691274,-0.0978557566386342,-0.109976490986818,1,1791
"456190","2016-01-21 22:00:00+00:00","AMZN.O","Amazon.com Inc",4952217,575.02,2847623819.34,-0.00222488772309456,0.00480718866854027,0.00568410374801065,-0.0910930214178456,-0.116693552324803,1,1791
"457789","2016-01-22 22:00:00+00:00","AMZN.O","Amazon.com Inc",5120144,596.38,3053551478.72,0.00460603828683985,0.0102688602060571,0.0371465340335988,-0.0190150343783927,-0.173236247719467,1,1791
"459686","2016-01-25 22:00:00+00:00","AMZN.O","Amazon.com Inc",4396079,596.53,2622393005.87,0.0248565485458549,0.019620507215071,0.000251517488849329,-0.0173297092496499,-0.196593191104125,1,1793
"460493","2016-01-26 22:00:00+00:00","AMZN.O","Amazon.com Inc",3765655,601.25,2264100068.75,-0.0145185558245487,-0.0100924062876624,0.00791242686872407,-0.0266940784148672,-0.165951844498859,1,1793
"463410","2016-01-27 22:00:00+00:00","AMZN.O","Amazon.com Inc",5152853,583.35,3005916797.55,-0.0122513734907163,-0.00986660143421789,-0.0297713097713097,-0.0558999174610367,-0.177237815688086,1,1790
"463771","2016-01-28 22:00:00+00:00","AMZN.O","Amazon.com Inc",14015171,635.35,8904538894.85,0.079148659160385,0.0892579789533467,0.0891403102768493,0.0920231690758153,-0.0814204961766831,1,1788
"465953","2016-01-29 22:00:00+00:00","AMZN.O","Amazon.com Inc",14677550,587,8615721850,-0.100026292239289,-0.0256676070975693,-0.0760997875186905,-0.0101180438448567,-0.0762786164420596,1,1793
"467296","2016-02-01 22:00:00+00:00","AMZN.O","Amazon.com Inc",6355123,574.81,3652988251.63,-0.020340438336953,-0.0372034546180751,-0.0207666098807496,0.00812024273036593,-0.0605050808946291,1,1798
"470213","2016-02-02 22:00:00+00:00","AMZN.O","Amazon.com Inc",6312045,552.1,3484880044.5,-0.020549309606104,-0.054337984106749,-0.039508707224996,-0.0389569697813675,-0.0296463757826841,1,1803
"471715","2016-02-03 22:00:00+00:00","AMZN.O","Amazon.com Inc",10048709,531.07,5336567888.63,-0.0422785872130546,-0.10394786211367,-0.0380909255569643,-0.071182468475086,-0.0100369571139449,1,1808
"473511","2016-02-04 22:00:00+00:00","AMZN.O","Amazon.com Inc",6199070,536.26,3324313278.2,0.00847110188578375,-0.0934627103181233,0.00977272299320231,-0.0674063510834405,0.0178663761573509,1,1808
"475593","2016-02-05 22:00:00+00:00","AMZN.O","Amazon.com Inc",9708929,502.13,4875144518.77,-0.0444537306376725,-0.144174376045233,-0.0636445008018498,-0.158036822160368,0.0618897154714053,1,1811
"476376","2016-02-08 22:00:00+00:00","AMZN.O","Amazon.com Inc",9825509,488.1,4795830942.9,-0.0135170682937938,-0.170314059597983,-0.0279409714615736,-0.18176789096944,0.0414793316027293,1,1812
"479612","2016-02-09 22:00:00+00:00","AMZN.O","Amazon.com Inc",7077915,482.07,3412050484.05,-0.0116528358619303,-0.17297526357755,-0.0123540258143824,-0.198220374220374,0.00380365474335517,1,1798
"480185","2016-02-10 22:00:00+00:00","AMZN.O","Amazon.com Inc",6786181,490.48,3328486056.88,0.0176440940100304,-0.143183512351205,0.0174455991868401,-0.159201165680981,-0.0473822279300362,1,1802
"483378","2016-02-11 22:00:00+00:00","AMZN.O","Amazon.com Inc",7397393,503.82,3726954541.26,0.0386914482421824,-0.171635241790072,0.0271978470070136,-0.207019752892107,-0.119104633141476,1,1800
"483646","2016-02-12 22:00:00+00:00","AMZN.O","Amazon.com Inc",5384787,507.08,2730517791.96,-0.00781713666526184,-0.0952465568550408,0.00647056488428399,-0.136149914821124,-0.0460888995623677,1,1807
"486072","2016-02-16 22:00:00+00:00","AMZN.O","Amazon.com Inc",5118500,521.1,2667250350,0.0149596625958723,-0.0698626386656403,0.027648497278536,-0.0934395713366154,-0.0381994313316969,1,1818
"487227","2016-02-17 22:00:00+00:00","AMZN.O","Amazon.com Inc",4824002,534.1,2576499468.2,0.0128170667586821,-0.0456116902076043,0.0249472270197659,-0.0326027893497555,-0.0353415613189655,1,1816
"489163","2016-02-18 22:00:00+00:00","AMZN.O","Amazon.com Inc",4735008,525,2485879200,-0.0135261987343441,-0.0147459791796663,-0.017038007863696,-0.0114297550228785,-0.0247220678347772,1,1818
"492237","2016-02-19 22:00:00+00:00","AMZN.O","Amazon.com Inc",4974717,534.9,2660976123.3,0.0188772809046495,-0.00446618347703945,0.0188571428571429,-0.00253608324320298,-0.0745786529140897,1,1818
"494117","2016-02-22 22:00:00+00:00","AMZN.O","Amazon.com Inc",5566553,559.5,3114486403.5,0.0330315192497036,0.0311318938927694,0.0459899046550758,0.114253281022843,-0.0955054525144648,1,1824
"494428","2016-02-23 22:00:00+00:00","AMZN.O","Amazon.com Inc",4050790,552.94,2239843822.6,-0.00211231270849412,0.029431101934147,-0.0117247542448614,0.132841630813358,-0.0872300078463689,1,1825
